,roll_number,full_address,has_garden,total_assessed_value,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon,n_s,position
943,12082300000.0,210 EVANSON STREET,True,1336000.0,210.0,EVANSON,PIIGC - NON-RESIDENTIAL GROUP CARE,"MULTIPOLYGON (((-97.17063646855722 49.8837496842956, -97.17074945197967 49.883753108956434, -97.1708624340298 49.88375653348534, -97.17097541749013 49.88375995792626, -97.17099539190892 49.883486232079164, -97.17088242320179 49.8834828024905, -97.17076945587091 49.883479373712795, -97.17065648716772 49.88347594480322, -97.17063646855722 49.8837496842956)))",49.8836179575545,-97.17081593955244,North,Central
949,12083134000.0,210 WALNUT STREET,True,452000.0,210.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16384050486212 49.884608949586145, -97.16423566399082 49.88462159162911, -97.16424237029126 49.88453054243315, -97.16384710368905 49.884518775945665, -97.16384050486212 49.884608949586145)))",49.88456997391733,-97.16404172948936,North,East
959,12081757000.0,212 LIPTON STREET,True,320000.0,212.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17397730955611 49.88346669439407, -97.17437702613438 49.88347915217241, -97.17438532683609 49.88336970934455, -97.17398561614662 49.8833572669748, -97.17397730955611 49.88346669439407)))",49.883418206026114,-97.17418132427936,North,Central
963,12081547000.0,213 AUBREY STREET,True,258000.0,213.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1750304776538 49.880861887253374, -97.17503735798994 49.88077156245956, -97.17465116874249 49.880759739047605, -97.17464431961818 49.88085006611246, -97.1750304776538 49.880861887253374)))",49.88081081309362,-97.17484083057988,South,Central
968,12081856000.0,213 LENORE STREET,True,414000.0,213.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17105038937541 49.88366346982097, -97.17143955410529 49.883675269395056, -97.17144559504717 49.88359316161676, -97.17105638063708 49.88358135506039, -97.17105038937541 49.88366346982097)))",49.88362831302735,-97.17124797769776,North,Central
974,12082671100.0,214 ETHELBERT STREET,True,505000.0,214.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16772413547987 49.883218608876454, -97.16733785229675 49.88320849662323, -97.16732534930719 49.88337716949746, -97.16771980593168 49.883387563002906, -97.1677154892751 49.8833325883175, -97.16772413547987 49.883218608876454)))",49.88329814621314,-97.16752535857889,North,Central
994,12082803000.0,217 ETHELBERT STREET,True,497000.0,217.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16665639097074 49.88335247940969, -97.16704611839842 49.88336298121038, -97.16705422303444 49.88325363917252, -97.16666444949294 49.88324309169049, -97.16665639097074 49.88335247940969)))",49.88330304636019,-97.16685528238912,North,Central
1007,12081438000.0,22 AUBREY STREET,True,342000.0,22.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17592309596839 49.87790132469033, -97.17553624220126 49.87788949096426, -97.17552940742453 49.87797982823285, -97.17591624382634 49.87799166170501, -97.17592309596839 49.87790132469033)))",49.87794057606361,-97.17572624747942,South,Central
1009,12090146000.0,22 KNAPPEN AVENUE,True,187000.0,22.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16173704325843 49.88470327022717, -97.16171750209656 49.884976872910094, -97.16182580332443 49.88497996665429, -97.16184533223354 49.88470637725426, -97.16173704325843 49.88470327022717)))",49.88484162412369,-97.16178141960988,North,East
1017,12082089000.0,220 RUBY STREET,True,336000.0,220.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17287091894985 49.88336461759433, -97.17325998505527 49.883376296989724, -97.17326680022425 49.88328602886084, -97.17287767281181 49.88327433322699, -97.17287091894985 49.88336461759433)))",49.88332531780678,-97.1730688391916,North,Central
1021,12082804000.0,221 ETHELBERT STREET,True,359000.0,221.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16664833104825 49.88346186620501, -97.1670380122938 49.883472324122245, -97.16704611839842 49.88336298121038, -97.16665639097074 49.88335247940969, -97.16664833104825 49.88346186620501)))",49.88341241124341,-97.16684720062598,North,Central
1034,12082805000.0,223 ETHELBERT STREET,True,352000.0,223.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1670380122938 49.883472324122245, -97.16664833104825 49.88346186620501, -97.16664027243988 49.883571253918326, -97.16702990617998 49.883581666132216, -97.1670380122938 49.883472324122245)))",49.8835217760541,-97.16683911741228,North,Central
1041,12081759000.0,224 LIPTON STREET,True,349000.0,224.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17396069627641 49.88368554832466, -97.17436042324105 49.883698036898295, -97.1743687254224 49.88358859409832, -97.17396900295532 49.88357612091138, -97.17396069627641 49.88368554832466)))",49.88363707533166,-97.17416471659378,North,Central
1048,12081473000.0,226 AUBREY STREET,True,280000.0,226.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17566232914518 49.88133389651092, -97.17527570796811 49.881322072002824, -97.17526882936187 49.88141239682861, -97.17565545404008 49.88142422141132, -97.17566232914518 49.88133389651092)))",49.88137314675618,-97.17546558011207,South,Central
1049,12082669000.0,226 ETHELBERT STREET,True,399000.0,226.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16731748281045 49.88348328970345, -97.16730961623894 49.88358941080564, -97.16770580617036 49.88359988302729, -97.1677128060695 49.88349372301641, -97.16731748281045 49.88348328970345)))",49.883541596164314,-97.16751143143196,North,Central
1056,12081352000.0,227 GARFIELD STREET S,True,377000.0,227.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17677219432804 49.882411682556146, -97.1771591339097 49.88242350879728, -97.17716743969336 49.88231403120365, -97.176780505951 49.88230220505995, -97.17677219432804 49.882411682556146)))",49.88236285704106,-97.17696981843628,North,Central
1067,12081353000.0,229 GARFIELD STREET S,True,451000.0,229.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17676388280854 49.88252116093319, -97.17715082890953 49.882532987327416, -97.17715913390936 49.88242350880626, -97.17677219432771 49.882411682565134, -97.17676388280854 49.88252116093319)))",49.882472335061216,-97.17696150996356,North,Central
1076,12081797000.0,23 LENORE STREET,True,335000.0,23.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17143779658208 49.8783548825445, -97.17182997238059 49.87836699738283, -97.17183631289004 49.87828077292911, -97.17144409141066 49.878268654725744, -97.17143779658208 49.8783548825445)))",49.878317826033175,-97.17163704263848,South,Central
1095,12081556000.0,233 AUBREY STREET,True,365000.0,233.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17497543231711 49.881584490003455, -97.17458952265672 49.88157268521103, -97.17458298399697 49.88165890733192, -97.17496886380314 49.881670709873774, -97.17497543231711 49.881584490003455)))",49.88162169753207,-97.17477920023823,North,Central
1096,12081354000.0,233 GARFIELD STREET S,True,441000.0,233.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17675557048534 49.88263063840478, -97.17714252391328 49.88264246494683, -97.17715082890953 49.882532987327416, -97.17676388279463 49.88252116093297, -97.17675557048534 49.88263063840478)))",49.8825818130746,-97.1769532014903,North,Central
1103,12081355000.0,235 GARFIELD STREET S,True,459000.0,235.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1767472610612 49.88274009206493, -97.17713422048841 49.88275191778043, -97.17714252391328 49.88264246494683, -97.17675557048534 49.88263063840478, -97.1767472610612 49.88274009206493)))",49.882691278429775,-97.17694489367962,North,Central
1104,12081861000.0,235 LENORE STREET,True,430000.0,235.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17100377350728 49.88430391701553, -97.1713924644875 49.884315324180655, -97.17139910186985 49.884225105524706, -97.17101034412131 49.88421360557581, -97.17100377350728 49.88430391701553)))",49.88426448569564,-97.17120138857892,North,Central
1108,12081335000.0,236 GARFIELD STREET S,True,445000.0,236.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17741249186147 49.88277959830408, -97.17780012014106 49.88279141647888, -97.17780846455663 49.882681945827656, -97.17742079174069 49.88267012326139, -97.17741249186147 49.88277959830408)))",49.88273076988727,-97.17761046626198,North,Central
1112,12081862000.0,237 LENORE STREET,True,301000.0,237.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1709972028642 49.884394228453274, -97.17138582704192 49.88440554373354, -97.1713924644875 49.884315324180655, -97.17100377350728 49.88430391701553, -97.1709972028642 49.884394228453274)))",49.884354750984514,-97.17119478487948,North,Central
1119,12081356000.0,239 GARFIELD STREET S,True,364000.0,239.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1767472610612 49.88274009206493, -97.17673894838519 49.88284956952639, -97.17712591424369 49.88286139625713, -97.17713422048841 49.88275191778043, -97.1767472610612 49.88274009206493)))",49.88280074406766,-97.17693658627358,North,Central
1120,12081863000.0,239 LENORE STREET,True,327000.0,239.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17099063219209 49.88448453988902, -97.17137918956708 49.88449576328444, -97.17138582704192 49.88440554373354, -97.1709972028642 49.884394228453274, -97.17099063219209 49.88448453988902)))",49.884445016486,-97.17118818082004,North,Central
1124,12081439000.0,24 AUBREY STREET,True,281000.0,24.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17591624382634 49.87799166170501, -97.17552940742453 49.87797982823285, -97.17552257400891 49.8780701655213, -97.17590939304533 49.87808199873956, -97.17591624382634 49.87799166170501)))",49.87803091321516,-97.17571940470056,South,Central
1127,12090145000.0,24 KNAPPEN AVENUE,True,403000.0,24.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16184533223354 49.88470637725426, -97.16182580332443 49.88497996665429, -97.16193389315869 49.88498305514609, -97.16195340988459 49.88470947723108, -97.16184533223354 49.88470637725426)))",49.8848447214524,-97.1618896090908,North,East
1131,12081336000.0,240 GARFIELD STREET S,True,464000.0,240.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17740419166874 49.88288907421208, -97.17779177539784 49.88290088799517, -97.17780012012713 49.88279141647866, -97.1774124918479 49.882779598294874, -97.17740419166874 49.88288907421208)))",49.88284024316392,-97.17760214394488,North,Central
1140,12081357000.0,243 GARFIELD STREET S,True,344000.0,243.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17673894838553 49.8828495695174, -97.17673063458808 49.88295907261267, -97.17711760717256 49.88297089956274, -97.17712591424369 49.88286139625713, -97.17673894838553 49.8828495695174)))",49.882910234646154,-97.17692827608684,North,Central
1141,12081864000.0,243 LENORE STREET,True,286000.0,243.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17099063219209 49.88448453988902, -97.17097749072671 49.88466516365351, -97.17137459324438 49.88455823305661, -97.17137918956708 49.88449576328444, -97.17099063219209 49.88448453988902)))",49.88455479978323,-97.17114865199244,North,Central
1145,12082097000.0,244 RUBY STREET,True,228000.0,244.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17281688857942 49.88408688708862, -97.17320546103083 49.88409844731971, -97.17321227647324 49.884008178308086, -97.17282364264514 49.88399660363638, -97.17281688857942 49.88408688708862)))",49.884047527747306,-97.1730145627582,North,Central
1153,12081358000.0,247 GARFIELD STREET S,True,371000.0,247.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17673063458774 49.88295907262167, -97.17672232415514 49.88306852624108, -97.17710930390763 49.88308035238299, -97.17711760718613 49.88297089957195, -97.17673063458774 49.88295907262167)))",49.88301971286199,-97.1769199671446,North,Central
1154,12081874000.0,247 RUBY STREET,True,384000.0,247.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1725338138635 49.884124068144466, -97.17214518138937 49.88411206069391, -97.17214016819746 49.88417981964208, -97.17252874448123 49.88419182536643, -97.1725338138635 49.884124068144466)))",49.88415194264542,-97.17233697704836,North,Central
1162,12082412000.0,25 ARLINGTON STREET,True,290000.0,25.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16938555839043 49.878111460152304, -97.16937888972457 49.878201774544706, -97.16980439301604 49.878214983893365, -97.16981106798256 49.87812466598174, -97.16938555839043 49.878111460152304)))",49.87816322108159,-97.1695949787414,South,Central
1164,12082129000.0,25 EVANSON STREET,True,371000.0,25.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17080764054701 49.877924368011335, -97.1704812484141 49.87791435905841, -97.17047586079373 49.87798787781346, -97.17080226499489 49.877997886960664, -97.17080764054701 49.877924368011335)))",49.87795612318526,-97.17064175360598,South,Central
1165,12090124000.0,25 KNAPPEN AVENUE,True,293000.0,25.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1619211016529 49.88516372225232, -97.16190151891686 49.885438220186856, -97.16200961335704 49.885441397726744, -97.1620291919741 49.88516680886191, -97.1619211016529 49.88516372225232)))",49.88530253958295,-97.1619653592888,North,East
1166,12081798000.0,25 LENORE STREET,True,333000.0,25.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17143120193107 49.878445217091496, -97.17182333126227 49.87845732851725, -97.17182997238059 49.87836699738283, -97.17143779658208 49.8783548825445, -97.17143120193107 49.878445217091496)))",49.878406105467214,-97.17163057489088,South,Central
1168,12090241000.0,25 PURCELL AVENUE,True,368000.0,25.0,PURCELL,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16210667456163 49.88309077895752, -97.16212656353035 49.882817135764355, -97.16198005265854 49.88281285625071, -97.16196073915064 49.88308654001243, -97.16210667456163 49.88309077895752)))",49.88295173769989,-97.16204351286488,North,East
1174,12081359000.0,251 GARFIELD STREET S,True,380000.0,251.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17672232414122 49.883068526240855, -97.17671442844095 49.88317252855488, -97.17710141404395 49.88318435482021, -97.17710930390763 49.88308035238299, -97.17672232414122 49.883068526240855)))",49.88312644062984,-97.17691186760644,North,Central
1179,12081360000.0,253 GARFIELD STREET S,True,325000.0,253.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17670757062126 49.883262843861495, -97.17709456250873 49.883274670245115, -97.17710141404395 49.88318435482021, -97.17671442844095 49.88317252855488, -97.17670757062126 49.883262843861495)))",49.883223599491735,-97.17690449386818,North,Central
1183,12081361000.0,255 GARFIELD STREET S,True,355000.0,255.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17670757062126 49.883262843861495, -97.17670071419663 49.88335315828898, -97.17708770958602 49.88336498474713, -97.17709456250873 49.883274670245115, -97.17670757062126 49.883262843861495)))",49.88331391435339,-97.17689763921142,North,Central
1184,12081341000.0,256 GARFIELD STREET S,True,390000.0,256.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17736061691255 49.883463796708845, -97.17774796827948 49.88347558697598, -97.17775985868569 49.883319608560726, -97.1773724439326 49.88330781118712, -97.17736061691255 49.883463796708845)))",49.88339169868555,-97.1775602210464,North,Central
1185,12081362000.0,257 GARFIELD STREET S,True,285000.0,257.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17670071419663 49.88335315828898, -97.17669385631675 49.88344347359152, -97.17708085799063 49.88345530016798, -97.17708770958602 49.88336498474713, -97.17670071419663 49.88335315828898)))",49.88340422932021,-97.17689078448696,North,Central
1189,12081363000.0,259 GARFIELD STREET S,True,401000.0,259.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17707400639902 49.88354561468781, -97.17708085799063 49.88345530016798, -97.17669385631675 49.88344347359152, -97.17668699840677 49.883533788892024, -97.17707400639902 49.88354561468781)))",49.883494544445675,-97.17688392942216,North,Central
1191,12081440000.0,26 AUBREY STREET,True,325000.0,26.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17590939304533 49.87808199873956, -97.17552257400891 49.8780701655213, -97.17551573917214 49.878160502785825, -97.17590254223424 49.87817233577208, -97.17590939304533 49.87808199873956)))",49.87812125039697,-97.17571256223005,South,Central
1196,12081343000.0,260 GARFIELD STREET S,True,346000.0,260.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17734692329023 49.88364442052841, -97.17773420120508 49.88365620338321, -97.17774108477431 49.88356589473114, -97.17735377011643 49.883554108619634, -97.17734692329023 49.88364442052841)))",49.88360515607526,-97.17754399413847,North,Central
1200,12081365000.0,263 GARFIELD STREET S,True,415000.0,263.0,GARFIELD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17706030309172 49.883726244620355, -97.17706715474348 49.88363593010458, -97.17668014189181 49.8836241033134, -97.17667328392162 49.88371441860985, -97.17706030309172 49.883726244620355)))",49.88367517427289,-97.17687022055604,North,Central
1210,12082128000.0,27 EVANSON STREET,True,415000.0,27.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1704703923277 49.87806249168499, -97.17079680991317 49.87807250102044, -97.17080226499523 49.87799788695167, -97.17047586079373 49.87798787781346, -97.1704703923277 49.87806249168499)))",49.87803018961992,-97.17063633191128,South,Central
1213,12081799000.0,27 LENORE STREET,True,433000.0,27.0,LENORE,RESDU - DUPLEX,"MULTIPOLYGON (((-97.17142460725091 49.87853555163651, -97.17181668875747 49.878547658728756, -97.17182333126227 49.87845732851725, -97.17143120193107 49.878445217091496, -97.17142460725091 49.87853555163651)))",49.87849643803951,-97.17162395633704,South,Central
1223,12081482000.0,274 AUBREY STREET,True,262000.0,274.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17558669297668 49.88232735953328, -97.17520020189973 49.882315566542275, -97.1751933460351 49.88240587012088, -97.17557981577386 49.88241765739846, -97.17558669297668 49.88232735953328)))",49.88236661292082,-97.1753900124021,North,Central
1233,12081568000.0,279 AUBREY STREET,True,566000.0,279.0,AUBREY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17488565813916 49.88276672826596, -97.17449987238379 49.88275491964789, -97.1744936449085 49.88283704715788, -97.1748794225002 49.8828488555391, -97.17488565813916 49.88276672826596)))",49.88280188750805,-97.174689649499,North,Central
1236,12081441000.0,28 AUBREY STREET,True,338000.0,28.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17590254223424 49.87817233577208, -97.17551573917214 49.878160502785825, -97.17550890569646 49.878250840070216, -97.17589569000192 49.87826267278067, -97.17590254223424 49.87817233577208)))",49.878211587490824,-97.17570571940988,South,Central
1251,12082414000.0,29 ARLINGTON STREET,True,382000.0,29.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1693722210293 49.878292088935105, -97.16936555091351 49.87838240330152, -97.16979104306265 49.87839561791265, -97.16979771805406 49.878305300904, -97.1693722210293 49.878292088935105)))",49.8783438527147,-97.16958163436526,South,Central
1255,12081722000.0,29 LIPTON STREET,True,459000.0,29.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1737319112249 49.878021647669705, -97.1737257174054 49.87810377622718, -97.17412813889287 49.87811611938286, -97.17413436134065 49.87803399168987, -97.1737319112249 49.878021647669705)))",49.87806888325572,-97.1739300322583,South,Central
1267,12090143000.0,30 KNAPPEN AVENUE,True,319000.0,30.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16206169892709 49.88471258315735, -97.16204219581097 49.88498614871046, -97.16215028567831 49.884989237000745, -97.16216977661131 49.88471568293273, -97.16206169892709 49.88471258315735)))",49.884850915331285,-97.1621059886976,North,East
1277,12081575000.0,307 AUBREY STREET,True,259000.0,307.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17484857089381 49.88325522961722, -97.17446283400197 49.8832434190912, -97.17445769857602 49.88331115690527, -97.17484342836893 49.88332296729805, -97.17484857089381 49.88325522961722)))",49.883283193125365,-97.17465313300788,North,Central
1280,12082415000.0,31 ARLINGTON STREET,True,315000.0,31.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16979104306265 49.87839561791265, -97.16936555091351 49.87838240330152, -97.16935888215943 49.87847271768791, -97.16978436800783 49.878485935818254, -97.16979104306265 49.87839561791265)))",49.878434168618675,-97.16957496249884,South,Central
1290,12081496000.0,314 AUBREY STREET,True,267000.0,314.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17549729261931 49.883501229911325, -97.17511108308484 49.88348951215979, -97.17510422825416 49.88357981483488, -97.17549041502424 49.883591527750035, -97.17549729261931 49.883501229911325)))",49.8835405206696,-97.17530075330563,North,Central
1297,12082169000.0,32 EVANSON STREET,True,251000.0,32.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1713837942943 49.87816400938649, -97.17104565197066 49.8781535327113, -97.17103946685143 49.878238142511734, -97.17137761825097 49.878248613048825, -97.1713837942943 49.87816400938649)))",49.878201074528,-97.1712116306956,South,Central
1300,12090142000.0,32 KNAPPEN AVENUE,True,175000.0,32.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16216977661131 49.88471568293273, -97.16215028567831 49.884989237000745, -97.1622585883637 49.88499233036324, -97.16227806568702 49.88471878865717, -97.16216977661131 49.88471568293273)))",49.88485401240042,-97.1622141784748,North,East
1301,12081601000.0,32 LIPTON STREET,True,356000.0,32.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17478101829333 49.878152653135544, -97.17438099619605 49.87814049126305, -97.17437477679485 49.87822261042383, -97.17477478972859 49.87823477486878, -97.17478101829333 49.878152653135544)))",49.87818763230484,-97.17457789641948,South,Central
1302,12090254000.0,32 PURCELL AVENUE,True,352000.0,32.0,PURCELL,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16201439466676 49.8823586979684, -97.16187024994139 49.882354455396836, -97.16185082059566 49.88262799981796, -97.16199496840494 49.88263221045444, -97.16201439466676 49.8823586979684)))",49.88249334099697,-97.16193260698954,North,East
1319,12082147000.0,34 ARLINGTON STREET,True,286000.0,34.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17037228531763 49.87847427570531, -97.170045796177 49.87846426578364, -97.17003951007905 49.87854983057847, -97.17003322395483 49.87863539537151, -97.17035974206762 49.87864540578942, -97.17036601370592 49.87855984074377, -97.17037228531763 49.87847427570531)))",49.87855483692494,-97.17020276173086,South,Central
1321,12090141000.0,34 KNAPPEN AVENUE,True,175000.0,34.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16227806568702 49.88471878865717, -97.1622585883637 49.88499233036324, -97.16236667826408 49.88499541845202, -97.16238614337026 49.884721889130056, -97.16227806568702 49.88471878865717)))",49.88485710902443,-97.16232236833298,North,East
1323,12090253000.0,34 PURCELL AVENUE,True,298000.0,34.0,PURCELL,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16215863695373 49.88236294284288, -97.16201439466676 49.8823586979684, -97.1619949684046 49.882632210463434, -97.16213902236045 49.88263641876669, -97.16215863695373 49.88236294284288)))",49.88249753734386,-97.16207675638576,North,East
1328,12082124000.0,35 EVANSON STREET,True,378000.0,35.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17045260271982 49.87830522405107, -97.1707790616576 49.87831523320891, -97.17078531858517 49.87822966791656, -97.17045887413315 49.878219659011236, -97.17045260271982 49.87830522405107)))",49.87826744636117,-97.17061896419,South,Central
1344,12081602000.0,36 LIPTON STREET,True,318000.0,36.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17477478972859 49.87823477486878, -97.17437477679485 49.87822261042383, -97.17436855879384 49.87830472870589, -97.174768561139 49.87831689660034, -97.17477478972859 49.87823477486878)))",49.8782697525199,-97.17457167315484,South,Central
1346,12082033000.0,36 RUBY STREET,True,287000.0,36.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17321448078187 49.87877208658827, -97.17360647496608 49.87878417094426, -97.17361328206451 49.87869392869463, -97.17322123221645 49.87868182639038, -97.17321448078187 49.87877208658827)))",49.87873300188232,-97.17341386172755,South,Central
1353,12090219000.0,38 ALLOWAY AVENUE,True,513000.0,38.0,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16231891160473 49.88342589575328, -97.16245875245959 49.88342994133471, -97.16247863468675 49.88315631204737, -97.16233879433815 49.883152270613905, -97.16231891160473 49.88342589575328)))",49.883291105073816,-97.1623987734384,North,East
1364,12090160000.0,39 FAWCETT AVENUE,True,357000.0,39.0,FAWCETT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16271477389425 49.884676455724126, -97.16273483349971 49.88440301491885, -97.16262654807664 49.88439990427898, -97.16260668796943 49.884673354527294, -97.16271477389425 49.884676455724126)))",49.88453814028152,-97.16267071380916,North,East
1378,12090250000.0,40 PURCELL AVENUE,True,337000.0,40.0,PURCELL,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16242714814237 49.88264483437221, -97.16257120222464 49.882649041537064, -97.16259068278366 49.88237565740703, -97.1624466615617 49.882371419004045, -97.16242714814237 49.88264483437221)))",49.88251024287396,-97.16250892192248,North,East
1379,12082035000.0,40 RUBY STREET,True,407000.0,40.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17359285928839 49.87896465541551, -97.17359966644662 49.87887441316993, -97.17320772792645 49.87886234676222, -97.1732009764325 49.87895260695607, -97.17359285928839 49.87896465541551)))",49.87891350430402,-97.1734003017438,South,Central
1388,12082430000.0,42 HOME STREET,True,342000.0,42.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16926090960763 49.878650648767035, -97.16926758723062 49.87856032643241, -97.1688420830404 49.87854710071979, -97.16883541029303 49.8786374204122, -97.16926090960763 49.878650648767035)))",49.878598874034275,-97.1690514986433,South,Central
1411,12090173000.0,44 FAWCETT AVENUE,True,299000.0,44.0,FAWCETT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1627679028523 49.883948889658235, -97.16262378486242 49.88394473301516, -97.16260446726292 49.884218242109306, -97.16274805247815 49.88422236798428, -97.1627679028523 49.883948889658235)))",49.88408347358742,-97.16268605724584,North,East
